DimCustomer;;;;;DimStore;;;DimProduct;;;;FactSales;;;;;;;;;;;;;
FirstName;LastName;Email;ContactNumber;LoyaltyMember;City;Province;Store;ProductName;ProductID;Category;Supplier;SaleID;OrderDate;CustomerID;UnitPrice;Quantity;DiscountPercent;TotalAmount;PaymentMethod;PaymentStatus;SalesChannel;SalesPerson;StockLevel;Promotion;OrderStatus
Sarah;Davis;sarah.davis877@gmail.com;27631634129;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Butter;P178;Dairy;Urban Supply Co;S004390;2025/11/04;C7081;111.97;8;0;895.76;Mobile Pay;Paid;In-Store;Employee 063;246;Winter Special;Completed
Aiden;Jones;aiden.jones800@gmail.com;27648872165;No;Cape Town;Western Cape;Urban Basket Cape Town;Water;P667;Beverages;Cape Wholesale;S004391;2025/09/26;C6211;183.76;1;5;174.57;Cash;Paid;In-Store;Employee 025;399;Weekend Saver;Completed
Megan;Baker;megan.baker189@gmail.com;27661230476;No;Pretoria;Gauteng;Urban Basket Pretoria;Dish Soap;P978;Household;Urban Supply Co;S004392;2025/02/17;C5571;193.65;8;15;1316.82;Cash;Paid;In-Store;Employee 056;287;Loyalty Discount;Completed
Olivia;Jones;olivia.jones475@gmail.com;27723750498;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Apples;P207;Produce;Fresh Foods SA;S004393;2025/07/08;C8319;162.08;4;10;583.49;EFT;Paid;In-Store;Employee 052;380;Buy 2 Get 1;Completed
Grace;Williams;grace.williams175@gmail.com;27814427729;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Bananas;P701;Produce;Urban Supply Co;S004394;2025/11/23;C3216;64.01;2;0;128.02;EFT;Paid;Online;Employee 066;348;Loyalty Discount;Completed
Jessica;Jones;jessica.jones389@gmail.com;27739754810;No;Durban;KwaZulu-Natal;Urban Basket Durban;Detergent;P888;Household;Urban Supply Co;S004395;2025/06/27;C3693;148.13;3;20;355.51;EFT;Paid;Online;Employee 064;316;Winter Special;Completed
Ethan;Lewis;ethan.lewis37@gmail.com;27664694846;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Apples;P207;Produce;Cape Wholesale;S004396;2025/11/04;C8186;208.55;2;15;354.54;Card;Paid;In-Store;Employee 054;96;;Completed
Matthew;Williams;matthew.williams105@gmail.com;27662513882;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Croissant;P937;Bakery;National Distribution;S004397;2025/06/08;C5810;141.83;2;5;269.48;Mobile Pay;Paid;In-Store;Employee 001;497;Buy 2 Get 1;Completed
Olivia;Young;olivia.young392@gmail.com;27656925916;No;Polokwane;Limpopo;Urban Basket Polokwane;Apples;P207;Produce;Urban Supply Co;S004398;2025/05/31;C2831;189.23;8;0;1513.84;EFT;Paid;Online;Employee 075;122;Buy 2 Get 1;Completed
Aiden;Miller;aiden.miller486@gmail.com;27672902667;No;Polokwane;Limpopo;Urban Basket Polokwane;Milk;P622;Dairy;Cape Wholesale;S004399;2025/11/20;C5106;105.84;2;0;211.68;Mobile Pay;Paid;Online;Employee 059;136;;Completed
Grace;Taylor;grace.taylor964@gmail.com;27789075552;No;Polokwane;Limpopo;Urban Basket Polokwane;Cake;P950;Bakery;Urban Supply Co;S004400;2025/03/15;C1930;222.88;2;0;445.76;Card;Paid;In-Store;Employee 048;217;Weekend Saver;Completed
Jordan;Scott;jordan.scott448@gmail.com;27781677390;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Detergent;P888;Household;National Distribution;S004401;2025/01/04;C9369;31.9;8;0;255.2;EFT;Paid;Online;Employee 043;293;Loyalty Discount;Completed
Sarah;Davis;sarah.davis371@gmail.com;27602967407;No;Cape Town;Western Cape;Urban Basket Cape Town;Apples;P207;Produce;National Distribution;S004402;2025/05/05;C9449;39.59;1;0;39.59;Card;Paid;Online;Employee 072;331;Weekend Saver;Completed
Ava;Clark;ava.clark926@gmail.com;27715607488;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Tea;P519;Beverages;Green Farms;S004403;2025/02/16;C6119;29.47;7;15;175.35;Mobile Pay;Paid;Online;Employee 031;46;Weekend Saver;Completed
Jordan;Roberts;jordan.roberts153@gmail.com;27669173815;Yes;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Juice;P930;Beverages;Cape Wholesale;S004404;2025/02/13;C7679;92.64;6;0;555.84;Cash;Paid;In-Store;Employee 032;478;Buy 2 Get 1;Completed
Nicole;Green;nicole.green23@gmail.com;27725998308;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Tomatoes;P460;Produce;Urban Supply Co;S004405;2025/04/10;C2427;164.83;6;5;939.53;Card;Paid;In-Store;Employee 026;102;Winter Special;Completed
Megan;Harris;megan.harris938@gmail.com;27603199969;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Butter;P178;Dairy;Cape Wholesale;S004406;2025/05/15;C6452;15.99;1;0;15.99;Cash;Paid;In-Store;Employee 042;460;Buy 2 Get 1;Completed
Matthew;Thomas;matthew.thomas124@gmail.com;27685791564;No;Cape Town;Western Cape;Urban Basket Cape Town;Coffee;P665;Beverages;Urban Supply Co;S004407;2025/08/25;C7770;59.67;6;0;358.02;Card;Paid;In-Store;Employee 051;314;Weekend Saver;Completed
Olivia;Harris;olivia.harris353@gmail.com;27662686584;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Apples;P207;Produce;Green Farms;S004408;2025/06/25;C4407;18.47;5;20;73.88;Cash;Paid;In-Store;Employee 036;280;Weekend Saver;Completed
Michael;Smith;michael.smith300@gmail.com;27647019098;Yes;Johannesburg;Gauteng;Urban Basket Johannesburg;Cheese;P874;Dairy;Fresh Foods SA;S004409;2025/05/16;C6670;143.76;1;15;122.2;Cash;Paid;In-Store;Employee 045;426;Loyalty Discount;Completed
Ava;White;ava.white24@gmail.com;27657655853;No;Cape Town;Western Cape;Urban Basket Cape Town;Bananas;P701;Produce;Cape Wholesale;S004410;2025/07/06;C3513;160.15;5;5;760.71;Card;Paid;Online;Employee 027;469;Weekend Saver;Completed
Grace;Harris;grace.harris479@gmail.com;27665092379;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Juice;P930;Beverages;Green Farms;S004411;2025/05/24;C2699;108.74;3;20;260.98;Cash;Paid;In-Store;Employee 067;387;Weekend Saver;Completed
Jordan;Williams;jordan.williams266@gmail.com;27813254432;No;Cape Town;Western Cape;Urban Basket Cape Town;Detergent;P888;Household;Cape Wholesale;S004412;2025/02/18;C3592;92.19;1;10;82.97;Mobile Pay;Paid;In-Store;Employee 028;290;Winter Special;Completed
Nicole;Scott;nicole.scott145@gmail.com;27679671147;No;Pretoria;Gauteng;Urban Basket Pretoria;Bananas;P701;Produce;Fresh Foods SA;S004413;2025/08/08;C6207;35.69;4;10;128.48;EFT;Paid;Online;Employee 063;56;Loyalty Discount;Completed
Mia;Baker;mia.baker754@gmail.com;27826754986;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Detergent;P888;Household;National Distribution;S004414;2025/08/07;C3293;3.14;4;0;12.56;Cash;Paid;In-Store;Employee 031;57;Loyalty Discount;Completed
Kayla;Adams;kayla.adams99@gmail.com;27656539881;No;Durban;KwaZulu-Natal;Urban Basket Durban;Yoghurt;P785;Dairy;Fresh Foods SA;S004415;2025/09/10;C2899;124.73;7;0;873.11;Mobile Pay;Paid;In-Store;Employee 052;349;Loyalty Discount;Completed
Kayla;Smith;kayla.smith948@gmail.com;27836676145;No;Cape Town;Western Cape;Urban Basket Cape Town;Apples;P207;Produce;Green Farms;S004416;2025/03/18;C2554;37.31;8;20;238.78;Cash;Paid;In-Store;Employee 030;289;;Completed
Chloe;Davis;chloe.davis948@gmail.com;27791712778;No;Pretoria;Gauteng;Urban Basket Pretoria;Cheese;P874;Dairy;Green Farms;S004417;2025/03/27;C2348;63.69;6;5;363.03;Mobile Pay;Pending;In-Store;Employee 018;181;;Cancelled
Zoe;Young;zoe.young114@gmail.com;27815969814;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Juice;P930;Beverages;National Distribution;S004418;2025/09/12;C2696;198.86;5;15;845.16;Card;Paid;In-Store;Employee 055;84;Loyalty Discount;Completed
Zoe;Young;zoe.young277@gmail.com;27713892282;No;Durban;KwaZulu-Natal;Urban Basket Durban;Tea;P519;Beverages;Urban Supply Co;S004419;2025/02/19;C5755;98.08;5;0;490.4;Mobile Pay;Paid;In-Store;Employee 025;66;Loyalty Discount;Completed
Sophia;King;sophia.king235@gmail.com;27823832212;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Cake;P950;Bakery;Cape Wholesale;S004420;2025/03/25;C5666;219.84;8;0;1758.72;Cash;Paid;In-Store;Employee 018;129;Winter Special;Completed
Isabella;Nel;isabella.nel739@gmail.com;27672816890;No;Pretoria;Gauteng;Urban Basket Pretoria;Bananas;P701;Produce;Cape Wholesale;S004421;2025/02/23;C7434;41.74;2;0;83.48;EFT;Refunded;In-Store;Employee 044;478;Loyalty Discount;Cancelled
Isabella;Nel;isabella.nel829@gmail.com;27838594864;No;Mbombela;Mpumalanga;Urban Basket Mbombela;Paper Towels;P885;Household;Fresh Foods SA;S004422;2025/05/13;C8812;153.73;6;0;922.38;Mobile Pay;Paid;Online;Employee 037;226;Weekend Saver;Completed
Ava;Moore;ava.moore477@gmail.com;27638517436;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Yoghurt;P785;Dairy;Green Farms;S004423;2025/06/03;C2277;87.69;1;10;78.92;Card;Paid;In-Store;Employee 050;93;Buy 2 Get 1;Completed
Hannah;Miller;hannah.miller966@gmail.com;27721846314;No;Durban;KwaZulu-Natal;Urban Basket Durban;Dish Soap;P978;Household;Green Farms;S004424;2025/12/06;C3100;76.48;5;0;382.4;Cash;Paid;In-Store;Employee 036;60;Loyalty Discount;Completed
Ava;Thompson;ava.thompson784@gmail.com;27647187311;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Milk;P622;Dairy;National Distribution;S004425;2025/05/16;C8365;81.24;8;20;519.94;Mobile Pay;Refunded;Online;Employee 018;401;;Returned
Emily;White;emily.white925@gmail.com;27826917153;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Apples;P207;Produce;Cape Wholesale;S004426;2025/01/01;C8011;46.54;7;20;260.62;Card;Paid;Online;Employee 055;95;;Completed
Olivia;King;olivia.king150@gmail.com;27642836892;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Potatoes;P599;Produce;Green Farms;S004427;2025/10/08;C3046;154.13;5;0;770.65;Mobile Pay;Paid;In-Store;Employee 022;265;Buy 2 Get 1;Completed
Zoe;Jackson;zoe.jackson517@gmail.com;27816816722;No;Durban;KwaZulu-Natal;Urban Basket Durban;Apples;P207;Produce;Green Farms;S004428;2025/12/17;C6709;231.6;3;20;555.84;Cash;Paid;In-Store;Employee 001;384;Weekend Saver;Completed
Daniel;Thompson;daniel.thompson491@gmail.com;27639331773;No;Durban;KwaZulu-Natal;Urban Basket Durban;Coffee;P665;Beverages;National Distribution;S004429;2025/11/25;C9334;7.78;3;5;22.17;Card;Paid;In-Store;Employee 065;459;Winter Special;Completed
Ava;Clark;ava.clark562@gmail.com;27655347796;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Dish Soap;P978;Household;Cape Wholesale;S004430;2025/11/28;C6839;157.46;3;0;472.38;EFT;Paid;Online;Employee 019;325;Buy 2 Get 1;Completed
Joshua;Thomas;joshua.thomas684@gmail.com;27662031146;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Apples;P207;Produce;Fresh Foods SA;S004431;2025/10/25;C4466;183.11;1;5;173.95;Cash;Paid;In-Store;Employee 075;85;Buy 2 Get 1;Completed
Sophia;Harris;sophia.harris59@gmail.com;27765215834;No;Cape Town;Western Cape;Urban Basket Cape Town;Tea;P519;Beverages;National Distribution;S004432;2025/03/11;C3775;150.43;8;20;962.75;EFT;Paid;In-Store;Employee 060;499;Loyalty Discount;Completed
Nicole;Miller;nicole.miller578@gmail.com;27624887846;No;Pretoria;Gauteng;Urban Basket Pretoria;Yoghurt;P785;Dairy;Green Farms;S004433;2025/04/29;C4468;109.22;3;0;327.66;Cash;Paid;Online;Employee 022;25;Loyalty Discount;Completed
Sophia;Taylor;sophia.taylor595@gmail.com;27717849507;No;Mbombela;Mpumalanga;Urban Basket Mbombela;Apples;P207;Produce;Green Farms;S004434;2025/02/23;C1205;121.59;4;10;437.72;Mobile Pay;Paid;In-Store;Employee 014;25;Weekend Saver;Completed
Grace;Miller;grace.miller649@gmail.com;27781925172;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Croissant;P937;Bakery;Cape Wholesale;S004435;2025/10/27;C7246;127.8;1;10;115.02;EFT;Paid;In-Store;Employee 074;489;;Completed
Kayla;Smith;kayla.smith519@gmail.com;27656356146;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Juice;P930;Beverages;Fresh Foods SA;S004436;2025/09/19;C2380;37.22;3;20;89.33;Mobile Pay;Paid;Online;Employee 050;11;Loyalty Discount;Completed
Sophia;Moore;sophia.moore873@gmail.com;27634484682;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Yoghurt;P785;Dairy;Urban Supply Co;S004437;2025/07/11;C2795;195.37;2;0;390.74;Card;Refunded;In-Store;Employee 031;151;Loyalty Discount;Returned
Leah;Nel;leah.nel509@gmail.com;27731046423;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Cake;P950;Bakery;Cape Wholesale;S004438;2025/12/06;C3061;154.38;6;20;741.02;Card;Paid;Online;Employee 014;161;Loyalty Discount;Completed
Zoe;Thompson;zoe.thompson858@gmail.com;27633476161;No;Polokwane;Limpopo;Urban Basket Polokwane;Paper Towels;P885;Household;Urban Supply Co;S004439;2025/12/24;C9538;69.1;4;0;276.4;Cash;Paid;In-Store;Employee 073;276;Weekend Saver;Completed
Daniel;Moore;daniel.moore862@gmail.com;27813362951;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Juice;P930;Beverages;Urban Supply Co;S004440;2025/10/18;C6115;202.84;3;15;517.24;EFT;Paid;Online;Employee 042;41;Loyalty Discount;Completed
Olivia;Thompson;olivia.thompson860@gmail.com;27731324979;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Apples;P207;Produce;Green Farms;S004441;2025/02/12;C1728;246.26;8;10;1773.07;Card;Paid;In-Store;Employee 030;96;Winter Special;Completed
Nicole;Thompson;nicole.thompson710@gmail.com;27721266505;No;Pretoria;Gauteng;Urban Basket Pretoria;Cheese;P874;Dairy;Green Farms;S004442;2025/01/06;C2874;46.94;8;0;375.52;EFT;Refunded;In-Store;Employee 012;164;Loyalty Discount;Returned
Emma;Scott;emma.scott469@gmail.com;27607217884;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Bananas;P701;Produce;Fresh Foods SA;S004443;2025/08/27;C2805;167.51;5;10;753.79;Card;Paid;In-Store;Employee 049;32;Buy 2 Get 1;Completed
Emma;Harris;emma.harris605@gmail.com;27663879355;No;Durban;KwaZulu-Natal;Urban Basket Durban;Coffee;P665;Beverages;Urban Supply Co;S004444;2025/12/30;C9551;153.93;6;10;831.22;Card;Paid;In-Store;Employee 019;166;Loyalty Discount;Completed
Tyler;Baker;tyler.baker329@gmail.com;27719338233;Yes;Johannesburg;Gauteng;Urban Basket Johannesburg;Bananas;P701;Produce;Cape Wholesale;S004445;2025/06/06;C4813;164.41;7;5;1093.33;Card;Paid;In-Store;Employee 036;45;Winter Special;Completed
Emma;Clark;emma.clark942@gmail.com;27608793893;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Coffee;P665;Beverages;Cape Wholesale;S004446;2025/02/25;C2521;222.92;1;20;178.34;Card;Paid;In-Store;Employee 053;284;Winter Special;Completed
Daniel;Naidoo;daniel.naidoo593@gmail.com;27634100264;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Cheese;P874;Dairy;National Distribution;S004447;2025/10/19;C3603;88.46;7;0;619.22;EFT;Paid;Online;Employee 011;311;Loyalty Discount;Completed
Lucas;Anderson;lucas.anderson119@gmail.com;27838363408;No;Mbombela;Mpumalanga;Urban Basket Mbombela;Paper Towels;P885;Household;Cape Wholesale;S004448;2025/02/27;C6336;247.74;2;10;445.93;EFT;Paid;Online;Employee 037;205;Loyalty Discount;Completed
Joshua;Botha;joshua.botha316@gmail.com;27652418673;No;Cape Town;Western Cape;Urban Basket Cape Town;Croissant;P937;Bakery;National Distribution;S004449;2025/04/15;C7015;134.62;5;10;605.79;Card;Paid;Online;Employee 037;139;;Completed
Leah;Johnson;leah.johnson411@gmail.com;27788708247;No;Cape Town;Western Cape;Urban Basket Cape Town;Detergent;P888;Household;Cape Wholesale;S004450;2025/07/25;C1548;105.56;1;0;105.56;Card;Paid;In-Store;Employee 069;96;Winter Special;Completed
Isabella;Moore;isabella.moore551@gmail.com;27608278119;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Bananas;P701;Produce;Urban Supply Co;S004451;2025/12/25;C7379;73.8;7;20;413.28;Cash;Paid;In-Store;Employee 007;177;;Completed
Joshua;Thomas;joshua.thomas163@gmail.com;27685259211;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Tomatoes;P460;Produce;Fresh Foods SA;S004452;2025/02/26;C1337;17.4;2;5;33.06;Card;Paid;In-Store;Employee 074;226;Loyalty Discount;Completed
Sarah;Walker;sarah.walker673@gmail.com;27655377701;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Coffee;P665;Beverages;Cape Wholesale;S004453;2025/10/04;C6341;207.84;3;0;623.52;Mobile Pay;Paid;In-Store;Employee 043;370;Weekend Saver;Completed
Olivia;Botha;olivia.botha587@gmail.com;27763929734;Yes;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Yoghurt;P785;Dairy;Urban Supply Co;S004454;2025/09/26;C9732;149.5;4;0;598.0;EFT;Paid;In-Store;Employee 056;375;Buy 2 Get 1;Completed
Sophia;Johnson;sophia.johnson558@gmail.com;27786916372;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Butter;P178;Dairy;Urban Supply Co;S004455;2025/07/30;C9356;198.78;2;20;318.05;Card;Paid;In-Store;Employee 001;321;Loyalty Discount;Completed
Olivia;Moore;olivia.moore985@gmail.com;27669794271;No;Pretoria;Gauteng;Urban Basket Pretoria;Bread;P889;Bakery;National Distribution;S004456;2025/04/22;C2325;12.35;8;20;79.04;Card;Refunded;In-Store;Employee 063;61;Weekend Saver;Returned
Hannah;Clark;hannah.clark344@gmail.com;27625943088;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Muffins;P914;Bakery;National Distribution;S004457;2025/10/06;C3831;85.52;6;10;461.81;Card;Paid;In-Store;Employee 011;332;;Completed
Matthew;Johnson;matthew.johnson848@gmail.com;27736024557;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Potatoes;P599;Produce;Green Farms;S004458;2025/01/16;C2613;213.19;6;10;1151.23;Mobile Pay;Paid;In-Store;Employee 065;159;Winter Special;Completed
Ethan;Martin;ethan.martin604@gmail.com;27715872459;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Potatoes;P599;Produce;Urban Supply Co;S004459;2025/03/13;C1318;65.36;1;15;55.56;EFT;Paid;In-Store;Employee 057;161;Weekend Saver;Completed
Kayla;Davis;kayla.davis783@gmail.com;27792057916;No;Durban;KwaZulu-Natal;Urban Basket Durban;Yoghurt;P785;Dairy;National Distribution;S004460;2025/08/14;C5886;137.4;6;20;659.52;EFT;Paid;In-Store;Employee 012;200;;Completed
Michael;Jackson;michael.jackson309@gmail.com;27785683679;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Juice;P930;Beverages;Urban Supply Co;S004461;2025/06/03;C1459;85.35;1;15;72.55;EFT;Paid;In-Store;Employee 074;87;Buy 2 Get 1;Completed
Mia;Young;mia.young618@gmail.com;27727638428;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Tomatoes;P460;Produce;Urban Supply Co;S004462;2025/04/22;C5033;204.63;8;20;1309.63;Card;Paid;In-Store;Employee 059;199;Weekend Saver;Completed
Megan;Clark;megan.clark740@gmail.com;27783105180;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Croissant;P937;Bakery;Urban Supply Co;S004463;2025/05/04;C5874;5.99;3;20;14.38;Card;Paid;Online;Employee 042;301;Loyalty Discount;Completed
Sophia;Thomas;sophia.thomas721@gmail.com;27785434047;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Tomatoes;P460;Produce;Urban Supply Co;S004464;2025/07/08;C2076;249.5;2;0;499.0;Card;Paid;Online;Employee 061;281;Winter Special;Completed
Chloe;Lewis;chloe.lewis738@gmail.com;27746018947;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Milk;P622;Dairy;Fresh Foods SA;S004465;2025/03/13;C7906;218.91;1;10;197.02;Cash;Paid;In-Store;Employee 059;391;Weekend Saver;Completed
Jordan;Naidoo;jordan.naidoo825@gmail.com;27641578019;No;Durban;KwaZulu-Natal;Urban Basket Durban;Muffins;P914;Bakery;Cape Wholesale;S004466;2025/02/13;C6867;226.16;3;0;678.48;Mobile Pay;Paid;In-Store;Employee 058;439;Weekend Saver;Completed
Megan;Jackson;megan.jackson349@gmail.com;27763546891;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Detergent;P888;Household;Green Farms;S004467;2025/02/20;C4342;198.76;3;5;566.47;Cash;Paid;In-Store;Employee 043;480;Winter Special;Completed
Jordan;Adams;jordan.adams947@gmail.com;27634024480;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Tea;P519;Beverages;Cape Wholesale;S004468;2025/03/09;C4503;162.41;4;20;519.71;Card;Paid;Online;Employee 007;166;Winter Special;Completed
Emma;Young;emma.young10@gmail.com;27716492557;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Potatoes;P599;Produce;Cape Wholesale;S004469;2025/10/06;C6060;195.76;1;0;195.76;EFT;Paid;In-Store;Employee 029;57;;Completed
Jordan;Davis;jordan.davis76@gmail.com;27741433904;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Cheese;P874;Dairy;Cape Wholesale;S004470;2025/10/12;C6304;46.48;7;20;260.29;Mobile Pay;Pending;In-Store;Employee 044;351;;Cancelled
Nathan;Johnson;nathan.johnson240@gmail.com;27643724573;Yes;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Dish Soap;P978;Household;National Distribution;S004471;2025/02/26;C4895;73.7;7;0;515.9;EFT;Paid;In-Store;Employee 020;212;Buy 2 Get 1;Completed
Michael;Roberts;michael.roberts953@gmail.com;27666039025;No;Mbombela;Mpumalanga;Urban Basket Mbombela;Water;P667;Beverages;Cape Wholesale;S004472;2025/01/25;C7291;163.24;4;0;652.96;Cash;Pending;Online;Employee 017;49;Weekend Saver;Cancelled
Joshua;Johnson;joshua.johnson628@gmail.com;27628957076;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Apples;P207;Produce;Urban Supply Co;S004473;2025/12/25;C2567;217.66;3;0;652.98;EFT;Paid;In-Store;Employee 044;134;;Completed
Isabella;Young;isabella.young536@gmail.com;27795316226;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Tea;P519;Beverages;Fresh Foods SA;S004474;2025/04/10;C2701;240.76;4;15;818.58;EFT;Paid;In-Store;Employee 002;240;Loyalty Discount;Completed
Isabella;Jackson;isabella.jackson706@gmail.com;27737435748;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Paper Towels;P885;Household;Urban Supply Co;S004475;2025/08/12;C5360;158.3;6;5;902.31;Mobile Pay;Paid;In-Store;Employee 075;77;Buy 2 Get 1;Completed
Mia;Williams;mia.williams760@gmail.com;27674842807;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Apples;P207;Produce;Green Farms;S004476;2025/01/23;C2678;32.9;8;0;263.2;Cash;Paid;In-Store;Employee 040;353;Weekend Saver;Completed
Ryan;Davis;ryan.davis417@gmail.com;27608322006;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Water;P667;Beverages;Fresh Foods SA;S004477;2025/11/13;C6583;87.77;7;20;491.51;Cash;Paid;Online;Employee 027;24;Winter Special;Completed
Chloe;Walker;chloe.walker454@gmail.com;27769546505;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Muffins;P914;Bakery;Cape Wholesale;S004478;2025/06/09;C4784;25.16;8;5;191.22;Cash;Paid;In-Store;Employee 028;376;Buy 2 Get 1;Completed
Noah;Jones;noah.jones440@gmail.com;27679700548;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Bread;P889;Bakery;National Distribution;S004479;2025/03/24;C2082;80.89;2;10;145.6;Mobile Pay;Paid;In-Store;Employee 002;476;Loyalty Discount;Completed
Olivia;Lewis;olivia.lewis402@gmail.com;27667969980;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Potatoes;P599;Produce;Urban Supply Co;S004480;2025/12/24;C8028;33.61;5;15;142.84;Card;Paid;In-Store;Employee 012;471;Winter Special;Completed
Michael;Roberts;michael.roberts195@gmail.com;27685060785;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Coffee;P665;Beverages;Fresh Foods SA;S004481;2025/05/15;C2879;239.05;1;20;191.24;Mobile Pay;Paid;In-Store;Employee 005;420;Buy 2 Get 1;Completed
Tyler;Anderson;tyler.anderson975@gmail.com;27728375830;No;Cape Town;Western Cape;Urban Basket Cape Town;Yoghurt;P785;Dairy;Fresh Foods SA;S004482;2025/12/30;C7341;134.87;7;5;896.89;EFT;Paid;In-Store;Employee 012;102;Loyalty Discount;Completed
Nicole;Harris;nicole.harris7@gmail.com;27612509867;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Cake;P950;Bakery;Cape Wholesale;S004483;2025/09/29;C3975;116.2;3;15;296.31;Cash;Paid;Online;Employee 074;377;Loyalty Discount;Completed
Ava;Roberts;ava.roberts396@gmail.com;27737324623;Yes;Durban;KwaZulu-Natal;Urban Basket Durban;Cheese;P874;Dairy;Urban Supply Co;S004484;2025/10/06;C3971;68.8;5;10;309.6;Card;Paid;In-Store;Employee 063;306;Weekend Saver;Completed
Liam;Davis;liam.davis500@gmail.com;27837314122;No;Mbombela;Mpumalanga;Urban Basket Mbombela;Potatoes;P599;Produce;National Distribution;S004485;2025/11/02;C6152;55.3;5;0;276.5;Cash;Paid;In-Store;Employee 071;51;Buy 2 Get 1;Completed
Aiden;Martin;aiden.martin261@gmail.com;27825809682;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Tea;P519;Beverages;Fresh Foods SA;S004486;2025/08/21;C5840;171.72;6;0;1030.32;EFT;Paid;Online;Employee 075;485;;Completed
Michael;Green;michael.green696@gmail.com;27616578025;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Paper Towels;P885;Household;Green Farms;S004487;2025/03/25;C8626;140.61;2;0;281.22;Cash;Paid;In-Store;Employee 035;324;Loyalty Discount;Completed
Ava;Harris;ava.harris40@gmail.com;27836147191;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Tomatoes;P460;Produce;Green Farms;S004488;2025/12/07;C9779;132.5;5;20;530.0;Mobile Pay;Paid;In-Store;Employee 040;496;Buy 2 Get 1;Completed
Daniel;Brown;daniel.brown109@gmail.com;27662526859;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Bread;P889;Bakery;Cape Wholesale;S004489;2025/10/28;C7028;37.26;8;15;253.37;Card;Paid;Online;Employee 033;194;;Completed
Olivia;Moore;olivia.moore143@gmail.com;27728805002;Yes;Johannesburg;Gauteng;Urban Basket Johannesburg;Muffins;P914;Bakery;Green Farms;S004490;2025/03/08;C2397;60.49;5;10;272.2;Mobile Pay;Paid;In-Store;Employee 052;339;Weekend Saver;Completed
